,BERT_label,BERT_score,neg_val,pos_val,neu_val,comp_val,text
127,['POSITIVE'],[0.9995657801628113],0.0,0.462,0.538,0.8834,Good morning my friend 🧚‍♀️☀️ I love your watercolor❤️ https://t.co/JK5nQJzYpB
128,['NEGATIVE'],[0.9975626468658447],0.048,0.13,0.822,0.5267,"RT @0xHustler: I’ll pay a random person’s rent on 5/1/22 who retweets this tweet within the next 96 hours. Paid in $ETH.

Winner must be fo…"
129,['NEGATIVE'],[0.9929842948913574],0.0,0.184,0.816,0.7256,"RT @picklefrens: what’s the dill?! 1 more day until mint frens 🎉

lets pickle 15 frens to receive a pickle pass + $100 eth to 1 lucky fren!…"
130,['NEGATIVE'],[0.9976657629013062],0.0,0.0,1.0,0.0,"RT @GACCSalesBot: Grandpa Ape #3665 (Rank: #1045) bought for 0.85 ETH on OpenSea 🌊 https://t.co/bIxPzzONPs 
 #GACC #GrandpaApeCountryClub #…"
131,['POSITIVE'],[0.9375866055488586],0.0,0.309,0.691,0.5859,"@OGDfarmer Join the community, let's increase our number every day and earn more every day.… https://t.co/KuXYpQE0wn"
132,['NEGATIVE'],[0.9918946623802185],0.0,0.0,1.0,0.0,"RT @fmlidermdq: El BITCOIN es el demonio hecho ""moneda"" digital"
133,['NEGATIVE'],[0.9973891377449036],0.251,0.195,0.554,-0.1779,"RT @DaFoxile: $200 [ 1 winner ] 24 Hrs

💥 RT - Follow : @THENFTSTAR 

💥 Join Discord : https://t.co/cYdznoxbSd

Post Proof"
134,['NEGATIVE'],[0.9941639304161072],0.098,0.0,0.902,-0.34,"@iyusmn Those were the days - Traveler

I hear her barking. We both are just carbonised by the fire of beyond. I'm… https://t.co/hBLpNKdiqI"
135,['NEGATIVE'],[0.6671351194381714],0.092,0.103,0.805,0.0772,"RT @nansen_ai: Last week we integrated @solana data into Nansen dashboards, and it ranked 1st in terms of 7-day active addresses 🔥

#Solana…"
136,['POSITIVE'],[0.759841799736023],0.0,0.161,0.839,0.5848,"RT @Steam_Exchange: Be sure to join our AMA on Wednesday, April 27th at 5pm EST as we talk through some 🔑 details!

The official TG link ca…"
137,['NEGATIVE'],[0.9969261288642883],0.0,0.0,1.0,0.0,"RT @LosMuertosBot: 💀 ¡Dios mío! Los Muertos #1148 bought  for 0.228 ETH ($646.91)
https://t.co/KCqY0CPnkd

Rarest Trait - Body: Pink Burns…"
138,['NEGATIVE'],[0.993436872959137],0.0,0.0,1.0,0.0,"RT @MartyBent: Bitcoin provides small towns, cities, counties, and whole states with a mechanism that can be leveraged to turn their wasted…"
139,['NEGATIVE'],[0.9969311952590942],0.0,0.0,1.0,0.0,"RT @GACCSalesBot: M1 Mutant Serum bought for 0.208 ETH on OpenSea 🌊 https://t.co/191s17Lzhd 
 #GACC #MACC #GrandpaApeCountryClub #MutantApe…"
140,['NEGATIVE'],[0.9925454258918762],0.0,0.145,0.855,0.5267,"RT @NFTCupid: 🌟Azuki #NFT Giveaway🌟

NFT Worth 25 $ETH ( $70,000 ) 

To Enter:
1️⃣ Like + RT
2️⃣ Follow @NFTCupid with 🔔

#NFTGiveaways #NF…"
141,['NEGATIVE'],[0.9861536026000977],0.0,0.24,0.76,0.5766,"$BTC $ETH $DOGE  Crowd-sourced alerts, ranking system, and get paid being a top contributor. JOIN CT… https://t.co/kN2iOKA7LZ"
142,['POSITIVE'],[0.9974886178970337],0.0,0.142,0.858,0.3595,@address_eth Loool I knew it! I joined yesterday to the club with my 6061.eth new treasure
143,['POSITIVE'],[0.6186217665672302],0.0,0.278,0.722,0.6597,"@0xHustler Thank you American CBD &amp; NFTs profit. Following🔔✅
0x26b1D86E7775cAa894f581b3f7ebfE8344b480F9
$ETH"
144,['NEGATIVE'],[0.9661948680877686],0.0,0.436,0.564,0.8176,"RT @elizajayla: $1000 $ETH  Winners 🎁🏆

Like + Follow me 💯"
145,['NEGATIVE'],[0.9975913763046265],0.0,0.0,1.0,0.0,"RT @GACCSalesBot: M2 Mutant Serum bought for 0.71 ETH on OpenSea 🌊 https://t.co/jq3MMkNsY6 
 #GACC #MACC #GrandpaApeCountryClub #MutantApeC…"
146,['NEGATIVE'],[0.9863318204879761],0.0,0.129,0.871,0.5719,"RT @CryptoVonDoom: LFG 👁

To celebrate our new dad AKA Elon Musk buying Twitter for $44,000,000,000 I am going to give 44 people ETH or an…"
147,['NEGATIVE'],[0.9543474316596985],0.064,0.294,0.642,0.7579,"@lucyRobs_ New @rarible drop‼️

😺“Under supervision of”

♦️ 0.05 ETH

Surreal vision of a cat's desire to keep ever… https://t.co/zTRYcfmYiG"
148,['POSITIVE'],[0.9976497292518616],0.0,0.0,1.0,0.0,"RT @rodrigo_hodl: Tell me about a project that brings something unique to the scene 💎

#NFT #NFTs #NFTCommunity #BSCGems #ETHGems #MagicEde…"
149,['NEGATIVE'],[0.9888342022895813],0.0,0.0,1.0,0.0,"RT @WhaleStats: 🐋 ETH whale ""BlueWhale0073"" just bought 70,000,000,000 $shib ($1,619,800 USD).

Ranked #5 on WhaleStats: https://t.co/RBupe…"
150,['NEGATIVE'],[0.9893333315849304],0.117,0.204,0.68,0.5574,"RT @SpocNFT: 🔥 #NFTGiveaway 🔥

Prizes:
🏆 $30 #ETH
🏆 1x #NFT ($380+)
🎁 10x WL Spots

Steps:
1️⃣ Follow @ooonimals
2️⃣ Like ❤️ &amp; RT 🔃
3️⃣ Tag…"
151,['NEGATIVE'],[0.9925454258918762],0.0,0.145,0.855,0.5267,"RT @NFTCupid: 🌟Azuki #NFT Giveaway🌟

NFT Worth 25 $ETH ( $70,000 ) 

To Enter:
1️⃣ Like + RT
2️⃣ Follow @NFTCupid with 🔔

#NFTGiveaways #NF…"
152,['NEGATIVE'],[0.9841535687446594],0.0,0.153,0.847,0.4404,RT @caseykcaruso: when you try to give ETH as a wedding gift to a college friend… https://t.co/gkwra1WVLn
153,['NEGATIVE'],[0.9972928166389465],0.0,0.0,1.0,0.0,"RT @GACCSalesBot: M1 Mutant Serum bought for 0.2 ETH on OpenSea 🌊 https://t.co/191s17Lzhd 
 #GACC #MACC #GrandpaApeCountryClub #MutantApeCo…"
154,['NEGATIVE'],[0.9890131950378418],0.0,0.225,0.775,0.7269,"RT @BlockBet_: 💰GIVEAWAY💰

Prizes:
🏆0.3 $ETH ($1000) 

To Enter
1⃣Follow @BlockBet_ 
2⃣Like &amp; Retweet 
3⃣Tag 3 Friends
4⃣Subscribe to https…"
155,['NEGATIVE'],[0.9855572581291199],0.0,0.0,1.0,0.0,RT @jeffreydcleary: 🕯🕯 Creeeeepz 🕯🕯
156,['POSITIVE'],[0.5207127928733826],0.058,0.337,0.604,0.911,"RT @RealMoneyApe: WIN 0.02 $ETH | 48H🔥

To help you get a hold of a FREE @BEANS_nfts pet on 4/27 we are giving 0.02 ETH!
You'll need it to…"
157,['NEGATIVE'],[0.990159809589386],0.0,0.0,1.0,0.0,"""There Will Be Many Things You Did Not Predict"": Jordan Peterson Critiques Bitcoin at Bitcoin 2022 - Crypto Briefing https://t.co/JbWqbl6rgj"
158,['NEGATIVE'],[0.9113637804985046],0.0,0.213,0.787,0.4019,Brazil’s Senate approves 'Bitcoin law' to regulate cryptocurrencies https://t.co/aD2vullpov #bizassetinsights… https://t.co/RC6t7h1rhc
159,['POSITIVE'],[0.9997277855873108],0.0,0.42,0.58,0.9067,This is definitely going to be HUGE!  as the team has been an inspiration in their innovative approaches towards ac… https://t.co/JgC7G6Jv94
160,['NEGATIVE'],[0.9993312358856201],0.141,0.0,0.859,-0.3182,"GM/GA/GN #StandardCharteredBank Joins #Metaverse; #Bitcoin, #Ethereum Fall 5%, DOGE Loses 9% - Outlook India https://t.co/ymwexlncKC"
161,['NEGATIVE'],[0.5580132007598877],0.153,0.088,0.759,-0.4857,"RT @AnkaraNFT: A unique magical girl! Who is she? Good or evil?🍃
.
Price:0.09 ETH ( polygon )
.
#nftcollector #NFTs #NFTdrops #NFTCommumity…"
162,['NEGATIVE'],[0.9979254007339478],0.0,0.0,1.0,0.0,"RT @GACCSalesBot: Grandpa Ape #2045 (Rank: #4728) bought for 0.6 ETH on OpenSea 🌊 https://t.co/B9vet3CZrM 
 #GACC #GrandpaApeCountryClub #N…"
163,['NEGATIVE'],[0.9996523857116699],0.095,0.0,0.905,-0.3412,"RT @Cointelegraph: Not a good sign for Bitcoin. 

New data shows that BTC faces a rare chart phenomenon that has historically resulted in 5…"
164,['NEGATIVE'],[0.9981318116188049],0.073,0.0,0.927,-0.1298,Michael Saylor claims bitcoin is 'less risky than bonds' as company bets on Fidelity's latest 401(k) offering - CNBC https://t.co/5WjX2mS4BY
165,['NEGATIVE'],[0.9808016419410706],0.138,0.218,0.644,0.5574,"RT @ApeBalc: Free #NFT Giveaway

Drop ur $ETH , RT📌 &amp; Follow @ApeBalc 🔥
To win one of our Latte Ape 🐵 https://t.co/pdPgSkcn47"
166,['NEGATIVE'],[0.994310736656189],0.0,0.0,1.0,0.0,"RT @TheNFT_Daily: Oh ! Can you ?  
image : shutterstock 
 
#Nft #NFTtakeover #nftart #nftartgallery #nftartist #nftcollector #nftime #nftma…"
167,['NEGATIVE'],[0.9963780045509338],0.092,0.118,0.789,0.1531,"RT @NFTBroskii: #NFT Giveaway🎉

RT + Follow + Drop $ETH 👇🏼 https://t.co/HdrGr2ipbS"
168,['NEGATIVE'],[0.9963585734367371],0.0,0.0,1.0,0.0,RT @naiivememe: #Bitcoin https://t.co/t0IbLV239z
169,['NEGATIVE'],[0.9893583059310913],0.043,0.203,0.754,0.7574,"RT @MeninhoETH: Comme tout les lundis 100$ en #ETH à gagner ! 🍹

Rt &amp; Like 👍🔁
Follow me♥️

#BTC #Giveaway #Donation #Crypto"
170,['NEGATIVE'],[0.6478490829467773],0.073,0.0,0.927,-0.128,"RT @saylor: My interview with @MorganLBrennan &amp; @michaelsantoli discussing demand for #bitcoin in 401k plans, the interaction of traders &amp;…"
171,['POSITIVE'],[0.9988794922828674],0.0,0.262,0.738,0.8353,"RT @FlareNetworks: 🎉 Very excited to announce:

We are building a #Bitcoin Bridge for @Algorand!🌉

✅ Safely delivering #Bitcoin to Algorand…"
172,['NEGATIVE'],[0.9974786639213562],0.0,0.0,1.0,0.0,RT @SR_SalesBot: Space Rider #7674 bought for 0.11 ETH on OpenSea 🌊 https://t.co/WECCZXodDC
173,['NEGATIVE'],[0.9956667423248291],0.0,0.0,1.0,0.0,"$BTC Price: $38451.18
$ETH Price: $2846.2
$APE Price: $18.14

Next update in 10 minutes
Last updated: 0:11:5.04"
174,['NEGATIVE'],[0.9863318204879761],0.0,0.129,0.871,0.5719,"RT @CryptoVonDoom: LFG 👁

To celebrate our new dad AKA Elon Musk buying Twitter for $44,000,000,000 I am going to give 44 people ETH or an…"
175,['NEGATIVE'],[0.9448511600494385],0.0,0.288,0.712,0.8357,"RT @airdropinspect: New airdrop: Crypto Metropolis (CTM)
Total Reward: 100000 CTM &amp; NFT
Rate:⭐️⭐️⭐️⭐️
Winners: 2000 Random &amp; Top 200
Distri…"
176,['NEGATIVE'],[0.9980582594871521],0.133,0.0,0.867,-0.3182,"Standard Chartered Bank Joins Metaverse; Bitcoin, Ethereum Fall 5%, DOGE Loses 9% - Outlook India https://t.co/ZQb32Oye84"
177,['NEGATIVE'],[0.9893333315849304],0.117,0.204,0.68,0.5574,"RT @SpocNFT: 🔥 #NFTGiveaway 🔥

Prizes:
🏆 $30 #ETH
🏆 1x #NFT ($380+)
🎁 10x WL Spots

Steps:
1️⃣ Follow @ooonimals
2️⃣ Like ❤️ &amp; RT 🔃
3️⃣ Tag…"
178,['POSITIVE'],[0.9836878776550293],0.1,0.233,0.667,0.4939,"“#Manipulate Your Opponents, Multiply Your Funds” 😏🔥🎉

Introducing Multiple #Innovative Utilities Which Will Focus… https://t.co/zWN9CW0hEs"
179,['NEGATIVE'],[0.9878575801849365],0.0,0.0,1.0,0.0,@CreativeMessNFT https://t.co/vZVM08bsNF
180,['NEGATIVE'],[0.6093241572380066],0.095,0.077,0.828,-0.1531,"RT @LeBoredJames: Just sold this ape for 169 eth($475,000) thank you so much BAYC for changing my life 😭

What floors should I sweep? 👀🧹 ht…"
181,['NEGATIVE'],[0.9434464573860168],0.0,0.248,0.752,0.7639,"RT @RaritySniperNFT: Giveaway! 🎉‍
‍
We are giving away 12x PSILO NFTs from @psilonft, worth ~1 ETH! 🤖
‍
To enter:‍
1. Follow @RaritySniperN…"
182,['NEGATIVE'],[0.999122679233551],0.0,0.0,1.0,0.0,"Bitcoin Resumes Downtrend, Why Upsides Remain Capped
https://t.co/RknFkw9krN"
183,['NEGATIVE'],[0.9863318204879761],0.0,0.129,0.871,0.5719,"RT @CryptoVonDoom: LFG 👁

To celebrate our new dad AKA Elon Musk buying Twitter for $44,000,000,000 I am going to give 44 people ETH or an…"
184,['NEGATIVE'],[0.9914387464523315],0.0,0.0,1.0,0.0,"RT @DigiFinex: Trading Token: $ETHSHIB @eth_shiba
Trading Time: Apr 18th 11:00 (GMT+8)

#Bitcoin #cryptocurrecy #NFT #GameFi  #web3 #crypto…"
185,['POSITIVE'],[0.9869591593742371],0.0,0.251,0.749,0.6908,"RT @CryptoSchool13: Good News : 🇧🇷 Brazil’s Senate has approved a bill to regulate #Bitcoin and cryptocurrencies.

#cryptocurrency #Brazil…"
186,['NEGATIVE'],[0.9945595860481262],0.0,0.0,1.0,0.0,"#Bitcoin Last Price $38371 #BTC 🚀
Daily Indicators:
-RSI: 38.0
-MA(20): 40403
-MA(50): 42024
-MA(200): 47599
-Bolli… https://t.co/QtetBzflwD"
187,['NEGATIVE'],[0.9956647753715515],0.199,0.07,0.732,-0.5719,"@KingVonFrmdaWic sick &amp; twisted🤮
I created this with the sketchbook 
app🔥
0%royalties
More details in dm👈… https://t.co/hWTBQNeZoj"
188,['NEGATIVE'],[0.9992802739143372],0.0,0.0,1.0,0.0,"TA: Bitcoin Resumes Downtrend, Why Upsides Remain Capped https://t.co/w5M7DPbxKK https://t.co/VTPyBdh9qZ"
189,['NEGATIVE'],[0.9863198399543762],0.0,0.0,1.0,0.0,@notthreadguy erc721a.eth come at me
190,['NEGATIVE'],[0.9994235038757324],0.0,0.324,0.676,0.8442,The @wef trying to act like they know what is best for #bitcoin just validates everything that #bitcoin is so fucki… https://t.co/hG1NW4DAb2
191,['NEGATIVE'],[0.9945670366287231],0.0,0.0,1.0,0.0,"@nftanothersigma 0.08 #eth 
https://t.co/QVS1cDMso0 https://t.co/URI4kSb53N"
192,['NEGATIVE'],[0.9904506802558899],0.0,0.0,1.0,0.0,RT @Kutsal_Trader: İşlemin yarısını kapattım. Stobu girişe aldım. Devam ediyoeuz #luna #BTC #Bitcoin https://t.co/1FgqHezIP2
193,['NEGATIVE'],[0.9798020720481873],0.0,0.24,0.76,0.5766,"$BTC $ETH $DOGE  Crowd-sourced alerts, ranking system, and get paid being a top contributor. JOIN CT… https://t.co/SNWNrk5yrR"
194,['NEGATIVE'],[0.9980151653289795],0.0,0.0,1.0,0.0,"RT @GACCSalesBot: Grandpa Ape #1977 (Rank: #2302) bought for 0.6 ETH on OpenSea 🌊 https://t.co/YflL44oZfX 
 #GACC #GrandpaApeCountryClub #N…"
195,['NEGATIVE'],[0.9975626468658447],0.048,0.13,0.822,0.5267,"RT @0xHustler: I’ll pay a random person’s rent on 5/1/22 who retweets this tweet within the next 96 hours. Paid in $ETH.

Winner must be fo…"
196,['NEGATIVE'],[0.8081292510032654],0.0,0.39,0.61,0.4939,125x lev long save the markets
197,['NEGATIVE'],[0.9951488375663757],0.0,0.136,0.864,0.4588,"RT @cryptopunk7777: 😍Sold with 0.06 #ETH
🧐https://t.co/AT8y1APvpq

#NFTs #NFTdrop #ETH #NFTdrops #BTC #CyberSecurity #100DaysOfCode #Server…"
198,['NEGATIVE'],[0.9685662388801575],0.0,0.0,1.0,0.0,@The3thNation sugarlilly.eth
199,['POSITIVE'],[0.9998134970664978],0.0,0.219,0.781,0.7096,"RT @CainBCHA: If you are a skilled software engineer interested in working on something new, and exciting, and open source, with the potent…"
200,['NEGATIVE'],[0.9981464147567749],0.0,0.0,1.0,0.0,"RT @GACCSalesBot: Grandpa Ape #1019 (Rank: #4698) bought for 0.585 ETH on OpenSea 🌊 https://t.co/EYrfukZRLQ 
 #GACC #GrandpaApeCountryClub…"
201,['NEGATIVE'],[0.9645717740058899],0.0,0.0,1.0,0.0,"RT @AntoniusCDN: Menteri BUMN Erick Thohir memberikan rumah untuk keluarga korban Mei 1998. Erick beserta jajaran BUMN, termasuk dirut dan…"
202,['NEGATIVE'],[0.9893333315849304],0.117,0.204,0.68,0.5574,"RT @SpocNFT: 🔥 #NFTGiveaway 🔥

Prizes:
🏆 $30 #ETH
🏆 1x #NFT ($380+)
🎁 10x WL Spots

Steps:
1️⃣ Follow @ooonimals
2️⃣ Like ❤️ &amp; RT 🔃
3️⃣ Tag…"
203,['POSITIVE'],[0.9994389414787292],0.0,0.338,0.662,0.8479,The project promises to be rich and very multifaceted. It is very interesting to observe developments. This is a ne… https://t.co/hGEVCtpyCh
204,['NEGATIVE'],[0.9948835968971252],0.0,0.0,1.0,0.0,"Doodles NFTs at All Time High Floor Price of 17 ETH

✨Visit https://t.co/ydtXerfWcQ or follow us for more #NFT news… https://t.co/QkgJdqc3Io"
205,['NEGATIVE'],[0.9907870888710022],0.0,0.334,0.666,0.9106,"RT @frtuff: 🎁 HUGE #NFTGiveaway ‼️

⭐️ We’re Giving Away 3 NFTs worth 0.08 ETH each (free mint) + 10X whitelist 💎

To enter the draw:
1️⃣ J…"
206,['POSITIVE'],[0.9994056224822998],0.0,0.206,0.794,0.6361,We are incredibly excited to announce that KikiCats will soon be ready to prowl the Earth and are launching VERY so… https://t.co/Cv0fGEm5kS
207,['NEGATIVE'],[0.9922176599502563],0.0,0.0,1.0,0.0,"🚨 - 0xcfe just bought #778 for 33 ETH ($93,691.62)

Collection: Moonbirds
Date: 2022-04-27 02:25:30 (GMT 0)

Detail… https://t.co/mQjtvq0i1F"
208,['NEGATIVE'],[0.997687578201294],0.0,0.0,1.0,0.0,"RT @GACCSalesBot: Grandpa Ape #505 (Rank: #738) bought for 1.0 ETH on OpenSea 🌊 https://t.co/A1pyQSsUAM 
 #GACC #GrandpaApeCountryClub #NFT…"
209,['NEGATIVE'],[0.9885721206665039],0.0,0.0,1.0,0.0,"O Bitcoin teve apenas 4 semanas de queda consecutivas.

A última vez que imprimiu 5 foi em 2014...🤔

Vocês estão aproveitando as quedas???"
210,['NEGATIVE'],[0.9686828255653381],0.0,0.0,1.0,0.0,"@isaidelgoley *This collection is an attempt to present a person - as part of a living system, part of the space oc… https://t.co/ShiCM72v76"
211,['NEGATIVE'],[0.9991287589073181],0.13,0.14,0.731,0.3182,"RT @emmygy_: Nobody should have an empty wallet, Rt &amp; drop your $eth I'll send you something 💰❤

~Must be following/🔔"
212,['NEGATIVE'],[0.9925454258918762],0.0,0.145,0.855,0.5267,"RT @NFTCupid: 🌟Azuki #NFT Giveaway🌟

NFT Worth 25 $ETH ( $70,000 ) 

To Enter:
1️⃣ Like + RT
2️⃣ Follow @NFTCupid with 🔔

#NFTGiveaways #NF…"
213,['NEGATIVE'],[0.9871990084648132],0.0,0.228,0.772,0.7345,"RT @MetaRarityNFT: 🎁GIVEAWAY!🎁

Prizes:
🏆 $50 #ETH #Solana
🏆 10x LEGION X Whitelist Spots

To Enter:
1⃣Follow @legionxnft &amp; @MetaRarityNFT…"
214,['NEGATIVE'],[0.9854934811592102],0.0,0.0,1.0,0.0,"RT @SKYmetaverseNFT: BREAKING Update #NFTCommunity and #CryptoTwitter,
#ElonMusk on the Verge of Buying #Twitter as Soon as Today.

Get You…"
215,['NEGATIVE'],[0.9949224591255188],0.0,0.0,1.0,0.0,"RT @ensdomainbroker: Entry Price Update:

3-digit ENS Domain: 3 ETH

4-digit ENS Domain: 0.135 ETH"
216,['NEGATIVE'],[0.9828358292579651],0.0,0.106,0.894,0.7494,"RT @SolGiveaway_: 🎁 GIVEAWAY! 🎁

🏆 $50 $SOL ! 💸💰
🏆  1 x WL spot 

Must:
👉🏻 - Follow 
@SolGiveaway_ 
+
@YokaiVerseIO 
👉🏻 - ♻️ + ❤️
👉🏻 - Tag…"
217,['NEGATIVE'],[0.9980148077011108],0.091,0.0,0.909,-0.34,"RT @KushCoinBSC: 🔥50 MILLION TOKEN BURN🔥

Follow Kush Coin ETH Twitter and Re-Tweet this post.

After 50 Re-Tweets I will BURN 50 Million T…"
218,['NEGATIVE'],[0.9961571097373962],0.0,0.0,1.0,0.0,"https://t.co/aui7nadYi3
#NFT #NFTs #NFTCommmunity #nftcollector #NFTdrop #NFTartist  #NFTphotographers… https://t.co/NIrdy12DCr"
219,['NEGATIVE'],[0.9930490255355835],0.0,0.535,0.465,0.8429,"RT @GizzyNFT: $1,000 #ETH FOR 1 LUCKY WINNER https://t.co/MSbnL7zib8"
220,['NEGATIVE'],[0.9615521430969238],0.0,0.262,0.738,0.8757,"RT @AntonCryptoNFT: Yassss! 🎊🎉🎊🎉

The time has come❗
@BTCVantage Has Officially #LAUNCHED 🥂 🍾

#BTC Rewards for Holders and Weekly #ETH Lot…"
221,['NEGATIVE'],[0.9993242025375366],0.2,0.0,0.8,-0.6705,@CryptoTea_ My coins were stolen from me by scammers about $7k in eth When I thought I’ve lost it all I was recomme… https://t.co/vQK2Jy1dAs
222,['NEGATIVE'],[0.7548542022705078],0.0,0.203,0.797,0.5571,"Yeah! Why ain't y'all bitching about clothes dryers? They are the most inefficient device you own!
Instead of short… https://t.co/bdkAh1If5b"
223,['NEGATIVE'],[0.9985656142234802],0.0,0.0,1.0,0.0,"RT @SHIBAINUCRYPTON: $SHIB will pass Ethereum anyway, I'm just wondering if it can surpass #bitcoin. 🤔"
224,['NEGATIVE'],[0.9725540280342102],0.138,0.218,0.644,0.5574,"RT @ApeBalc: Free #NFT Giveaway

Drop ur $ETH , RT📌 &amp; Follow @ApeBalc 🔥
To win one of our Latte Ape 🐵 https://t.co/NQ6IL5n9UL"
225,['POSITIVE'],[0.9666481018066406],0.065,0.338,0.596,0.8774,"RT @TheKarmaCats: Join us for another Founders AMA! 
⏰Wednesday 4/27 at 4pm EST!

Meet the team, ask questions, and win prizes.
🎁 $100 in E…"
226,['NEGATIVE'],[0.7702129483222961],0.0,0.342,0.658,0.926,"RT @eCoLoGy1990: 🎁 BIG APRIL GIVEAWAY

Prizes:
- 10 ppl win 100$ each (1000$ total in $ETH)
- 10 ppl win 1 #NFT each from my vault

To part…"
227,['NEGATIVE'],[0.988938570022583],0.0,0.204,0.796,0.7088,"RT @adashecrypto: 📣 Adashe Crypto Airdrop is live!

🏆 Reward for Tasks:    $5 worth of ADSE for 2000 random participants each.

👨‍👩‍👧 Refer…"
228,['NEGATIVE'],[0.9949150085449219],0.0,0.0,1.0,0.0,Will The Ethereum Merge Skyrocket ETH? https://t.co/XYZQpQ37eI https://t.co/MmxU0bTiwZ
229,['NEGATIVE'],[0.9971123933792114],0.0,0.0,1.0,0.0,"RT @GACCSalesBot: Grandpa Ape #3748 (Rank: #3151) bought for 1.85 ETH on OpenSea 🌊 https://t.co/89uDw9Kys0 
 #GACC #GrandpaApeCountryClub #…"
230,['NEGATIVE'],[0.9945999383926392],0.173,0.149,0.678,-0.1779,"RT @_arjantit: 333.333 $SHIB 🔥 •|| 33 HOURS ⏳

- Rt

- Join TG &gt; https://t.co/U3YdbiDj6a

- Join Discord &gt; https://t.co/aRJoi6byDB

#NFTGiv…"
231,['NEGATIVE'],[0.9975715279579163],0.0,0.0,1.0,0.0,"RT @GACCSalesBot: Grandpa Ape #3209 (Rank: #4000) bought for 0.72 ETH on OpenSea 🌊 https://t.co/i7ldIi2wDd 
 #GACC #GrandpaApeCountryClub #…"
232,['NEGATIVE'],[0.9816628098487854],0.0,0.202,0.798,0.7263,"RT @Asuki_Art_Pixel: #NFT #NFTGiveaways! 👽🎉

To Enter: 
- Follow me + @Asuki_Art_Pixel &amp; @AyalaMacki
- RT &amp; ❤️
- Tag 3 friends
#NFTCommunit…"
233,['NEGATIVE'],[0.994724452495575],0.0,0.0,1.0,0.0,"RT @kirstingives: $100 | 1,4 JUTA – 24 HOURS 

($50)
RT &amp; Register + Complete KYC (+Proof) 
https://t.co/AUrf6vV6qM

($50)
Deposit &amp; Comple…"
234,['NEGATIVE'],[0.9785624146461487],0.0,0.24,0.76,0.5766,"$BTC $ETH $DOGE  Crowd-sourced alerts, ranking system, and get paid being a top contributor. JOIN CT… https://t.co/gOHeMIkhhl"
235,['NEGATIVE'],[0.9971969127655029],0.0,0.0,1.0,0.0,"“More information on how the partnership impacts $Urus token holders will be released soon”

$BTC $ETH $DOGE $UNI… https://t.co/kqlH7rWN13"
236,['NEGATIVE'],[0.9973047971725464],0.0,0.102,0.898,0.3612,RT @Cephii1: Be ready for #luna.  🚀 🌝 You haven’t seen anything yet. #btc #avax #ftm #sol #eth #one #tron https://t.co/Ak0rF1c1LP
237,['NEGATIVE'],[0.994361162185669],0.0,0.351,0.649,0.4019,RT @AltcoinGordon: Bitcoin testing support https://t.co/KHKEfxsOt4
238,['NEGATIVE'],[0.9900020360946655],0.0,0.22,0.78,0.7345,"RT @atNFTART: 🎁GIVEAWAY!🎁

Prizes:
🏆 $50 #ETH #Solana
🏆 10x SlothRoob Whitelist Spots

To Enter:
1⃣Follow @SlothRoob &amp; @atNFTART 
2⃣RT, LIK…"
239,['NEGATIVE'],[0.9975626468658447],0.048,0.13,0.822,0.5267,"RT @0xHustler: I’ll pay a random person’s rent on 5/1/22 who retweets this tweet within the next 96 hours. Paid in $ETH.

Winner must be fo…"
240,['NEGATIVE'],[0.9890131950378418],0.0,0.225,0.775,0.7269,"RT @BlockBet_: 💰GIVEAWAY💰

Prizes:
🏆0.3 $ETH ($1000) 

To Enter
1⃣Follow @BlockBet_ 
2⃣Like &amp; Retweet 
3⃣Tag 3 Friends
4⃣Subscribe to https…"
241,['POSITIVE'],[0.9996204376220703],0.0,0.132,0.868,0.5859,RT @KhemBey913: Eth’s amazing how he can look into someones eyes and know ivrything they been thru plus he knows who is who on the planet.…
242,['NEGATIVE'],[0.9878865480422974],0.067,0.088,0.845,0.1531,"RT @sereingives: $20 | 280K IDR • 6 HRS 💫

- RT + rt, like &amp; comment on quoted👇🏻"
243,['POSITIVE'],[0.9961652755737305],0.119,0.337,0.545,0.6597,"The project seems to have great potential 🔥
Should definitely feature it on @GlobalNftCentre"
244,['POSITIVE'],[0.9950897097587585],0.0,0.471,0.529,0.8687,RT @medinnnft: @ElladaArt Hi Ella♥️ 0.06 $ETH. Thank you for opportunity! https://t.co/NJCnJKruNc
245,['POSITIVE'],[0.9997726082801819],0.0,0.0,1.0,0.0,Fomo is real…
246,['NEGATIVE'],[0.9928070306777954],0.095,0.0,0.905,-0.2732,"RT @PUNKLVUS: You’ll receive 860,000,000.00

860,000,000.00 in $Shib  to the first 3000 people who follows and retweets

 Drop your $ETH wa…"
247,['NEGATIVE'],[0.9982713460922241],0.092,0.088,0.82,-0.0329,"RT @Croesus_BTC: Many cars on the road could be traded in for a full #Bitcoin.  And yet aren't.  

This error will haunt many people when 1…"
248,['NEGATIVE'],[0.9987329840660095],0.19,0.0,0.81,-0.7793,"RT @rovercrc: #BITCOIN BULL RUN 2022 SOON! 🔥👇

If we get this rejection on the $DXY we could just see Bull Run 2022 getting started this we…"
249,['NEGATIVE'],[0.9805811643600464],0.0,0.0,1.0,0.0,"ビットコインで儲かってますか
取引所はBybitがおすすめ！
⭐︎話題の#BIT が購入できます
⭐︎頻繁に儲かるキャンペーンを打ち出します

#BTC #ETH #XRP #XML #QTYM #LSK #SAND  #LTC 

https://t.co/njlwk1zK1W"
